"timestamp","event_name","event_detail","task","age","gender","occupation","education","nationality","confidence","paper_maps","computer_maps","mobile_maps","device_by_url","userId","screenResolution","viewportSize","browser","browserVersion","device","os","orientation","ip"
"116146","moveend","39.03324594669904, -96.84508323669434","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"118540","movestart","39.03324594669904, -96.84508323669434","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"119165","moveend","39.02488976511335, -96.84182167053224","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"121914","movestart","39.02488976511335, -96.84182167053224","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"122933","moveend","39.0203579961641, -96.8419075012207","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"126452","popupopen:name","The Globe Pavilion","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"126453","popupopen","39.02441877900682, -96.84427555273403","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"128082","popupclose","39.02441877900682, -96.84427555273403","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"128085","popupopen:name","The Velvet Curtain","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"128085","popupopen","39.023422126220424, -96.84782184816369","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"129758","popupclose","39.023422126220424, -96.84782184816369","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"129762","popupopen:name","The Majestic Hall","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"129762","popupopen","39.02426396140994, -96.83954767062072","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"131280","answer button clicked","","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"131281","popupclose","39.02426396140994, -96.83954767062072","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"131989","polygon selected","Polygon 8","02A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"133114","setting task","01B-v1","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"147471","question dialog closed","","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"148600","popupopen:name","Households - Greene","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"148600","popupopen","37.25650163138229, -93.35046123988909","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"152024","popupclose","37.25650163138229, -93.35046123988909","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"152026","popupopen:name","Households - Saline","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"152027","popupopen","39.15040249968277, -93.20732388885925","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"155484","popupclose","39.15040249968277, -93.20732388885925","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"155487","popupopen:name","Households - Wayne","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"155488","popupopen","37.11547893150102, -90.45857127006234","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"157839","popupclose","37.11547893150102, -90.45857127006234","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"157841","popupopen:name","Households - Lee","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"157842","popupopen","41.748838735372, -89.29929112182153","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"159129","popupclose","41.748838735372, -89.29929112182153","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"159131","popupopen:name","Households - Chase","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"159132","popupopen","38.299238668896585, -96.5921755174449","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"160778","popupclose","38.299238668896585, -96.5921755174449","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"160780","popupopen:name","Households - Elk","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"160781","popupopen","37.44869255486712, -96.23630647663316","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"165270","popupclose","37.44869255486712, -96.23630647663316","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"165272","popupopen:name","Density- Lee","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"165272","popupopen","41.62517085611404, -89.3408203125","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"167732","popupclose","41.62517085611404, -89.3408203125","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"167734","popupopen:name","Households - Chase","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"165270","popupclose","37.44869255486712, -96.23630647663316","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"167735","popupopen","38.299238668896585, -96.5921755174449","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"169131","answer button clicked","","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"169131","popupclose","38.299238668896585, -96.5921755174449","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"171043","polygon selected","Chase (Kansas)","01B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"172683","setting task","02B-v1","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"175181","question dialog closed","","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"177020","movestart","39.03520386995158, -96.83884699999999","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"177277","zoom in","14","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"177279","moveend","39.02236960881739, -96.84310913085939","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"179476","popupopen:name","The Roasted Bean","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"179476","popupopen","39.0211359254599, -96.83183166414675","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"180777","popupclose","39.0211359254599, -96.83183166414675","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"180780","popupopen:name","The Sunset Lounge","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"180781","popupopen","39.01697728765521, -96.8354635984018","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"182750","popupclose","39.01697728765521, -96.8354635984018","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"182754","popupopen:name","The Urban Bistro","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"182754","popupopen","39.00943150643889, -96.85400463400669","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"184094","popupclose","39.00943150643889, -96.85400463400669","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"191922","answer button clicked","","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"192661","polygon selected","Polygon 7","02B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"193550","setting task","03A-v1","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"202324","question dialog closed","","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"207818","popupopen:name","Jackson","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"207819","popupopen","39.099002831183704, -94.37255859375","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"209429","popupclose","39.099002831183704, -94.37255859375","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"209432","popupopen:name","Johnson","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"209432","popupopen","38.585881534353, -93.62548828125","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"210609","popupclose","38.585881534353, -93.62548828125","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"212479","popupopen:name","St. Louis","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"212480","popupopen","38.688801708980904, -90.37353515625001","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"214968","popupclose","38.688801708980904, -90.37353515625001","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"214970","popupopen:name","Monroe","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"214971","popupopen","38.39681097133312, -90.24169921875001","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"216403","popupclose","38.39681097133312, -90.24169921875001","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"217844","answer button clicked","","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"221039","polygon selected","St. Louis (Missouri)","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"222730","polygon selected","Monroe (Illinois)","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"227462","polygon selected","St. Louis (Missouri)","03A-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"232306","setting task","01C-v1","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"235663","question dialog closed","","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"237416","movestart","39.03520386995158, -96.83884699999999","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"237674","zoom in","14","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"237676","moveend","39.02870049589849, -96.83898925781251","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"237700","movestart","39.02870049589849, -96.83898925781251","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"237960","zoom in","15","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"237962","moveend","39.02540920672537, -96.83907508850099","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"238683","movestart","39.02540920672537, -96.83907508850099","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"238939","zoom out","14","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"238941","moveend","39.028311713882445, -96.84242248535158","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"238966","movestart","39.028311713882445, -96.84242248535158","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"239235","zoom out","13","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"239237","moveend","39.03410509701034, -96.84911727905275","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"240350","movestart","39.03410509701034, -96.84911727905275","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"240603","zoom in","14","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"240605","moveend","39.037628731331324, -96.84594154357912","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"241454","popupopen:name","The Open Book Café","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"241454","popupopen","39.0415929667307, -96.85946904984459","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"244960","movestart","39.037628731331324, -96.84594154357912","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"245550","moveend","39.028218914693625, -96.84302330017091","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"249884","movestart","39.028218914693625, -96.84302330017091","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"250601","moveend","39.02035514770541, -96.84147834777833","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"251546","answer button clicked","","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"259972","answer selected","10","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"260761","answer selected","12","01C-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"262928","setting task","03B-v1","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"275338","question dialog closed","","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"277700","popupopen:name","Jackson","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"277701","popupopen","39.03080056034737, -94.32861328125","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"282009","popupclose","39.03080056034737, -94.32861328125","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"282012","popupopen:name","St. Louis","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"282012","popupopen","38.63736009432814, -90.52734375","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"285217","popupclose","38.63736009432814, -90.52734375","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"285220","popupopen:name","Jackson","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"285221","popupopen","39.03080056034737, -94.41650390625001","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"287857","popupclose","39.03080056034737, -94.41650390625001","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"287859","popupopen:name","St. Louis","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"287860","popupopen","38.65451140498775, -90.50537109375001","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"293858","popupclose","38.65451140498775, -90.50537109375001","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"293860","popupopen:name","Douglas","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"293861","popupopen","41.32901788461674, -96.08642578125","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"295484","movestart","39.45161314899668, -93.14880461294248","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"296348","moveend","40.45473586671486, -93.076171875","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"298328","popupclose","41.32901788461674, -96.08642578125","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
"298330","popupopen:name","St. Louis City","03B-v1","21","female","student","no","German","neutral","rarely","sometimes","very-often","desktop","8dft2wh1wj","1280x720","1280x585","Chrome","136.0","desktop","Windows","landscape-primary","84.133.44.94"
